Date,Filename,Title,Download Url,Threat Actor,Victim Country,Zero-Day,Attack Vector,Malware,Target Sector
2015-06-10,Duqu_2_Yara_rules,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.06.10.The_Mystery_of_Duqu_2_0/Duqu_2_Yara_rules.pdf,Not mentioned,Not mentioned,Not mentioned,Malicious Documents,Duqu 2.0,Not mentioned
2015-06-10,duqu2_crysys,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.06.10.Duqu_2.0/duqu2_crysys.pdf,Not mentioned,Iran,Not mentioned,Not mentioned,Not mentioned.,"Energy and utilities, Critical infrastructure"
2015-06-22,winnti_pharmaceutical,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.06.22.Winnti_targeting_pharmaceutical_companies/winnti_pharmaceutical.pdf,"Winnti group, Axiom group",Japan and Europe,Not mentioned,Not mentioned,"Winnti network rootkit, Backdoor.Win64.Winnti.gy, Backdoor.Win64.Winnti.gf, Rootkit.Win64.Winnti.ai, Winnti 3.0, w64.dll.","Corporations and Businesses, Healthcare, Manufacturing, Media and entertainment companies"
2015-06-30,Dino - the latest spying malware from an allegedly French espionage group analyzed,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.06.30.dino-spying-malware-analyzed/Dino%20%E2%80%93%20the%20latest%20spying%20malware%20from%20an%20allegedly%20French%20espionage%20group%20analyzed.pdf,Animal Farm,Iran,Not mentioned,Not mentioned,"Casper, Bunny, Babar, Dino, GnuMP library.",Not mentioned
2015-07-09,butterfly-corporate-spies-out-for-financial-gain,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.07.09.Butterfly/butterfly-corporate-spies-out-for-financial-gain.pdf,Butterfly,"Brazil, China, Hong Kong, India, Israel, Japan, Kazakhstan, Malaysia, Morocco, Nigeria, South Korea, Taiwan, Thailand, United Arab Emirates, US.",TRUE,"Watering Hole: compromised iPhoneDevSDK.com; Exploit Vulnerability: Internet Explorer 10 zero-day, SQL injection against JBoss server.","Backdoor.Jiripbot, SQLMap, shred.exe, winsession.dll, bj.dat (Banner Jack), pc.dat, clapi32.dll, wlc.dat, OSX.Pintsized, Hacktool.Securetunnel, OpenSSH.","*   **Corporations and Businesses:** Technology companies, Pharmaceutical companies, Legal firms, Commodities organizations, Logistics companies.
*   **Government and defense agencies:** Government agencies.
*   **Education and research institutions:** Universities."
2015-07-10,apt.group.ups,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.07.10.APT_Group_UPS_Targets_US_Government/apt.group.ups.pdf,UPS or APT3,US Government,TRUE,SpearPhishing,Adobe Flash and ActionScript,Government and defense agencies
2015-07-14,an-in-depth-look-at-how-pawn-storms-java-zero-day-was-used,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.07.14.How_Pawn_Storm_Java_Zero-Day_Was_Used/an-in-depth-look-at-how-pawn-storms-java-zero-day-was-used.pdf,Pawn Storm,United States and Canada,TRUE,"SpearPhishing, Exploit Vulnerability, Drive-by Download","TSPY_SEDNIT.C, JAVA_DLOADR.EFD, TROJ_DROPPR.CXC, HTML_JNLPER.HAQ, keylogger, first level dropper, downloader component.",Government and defense agencies
2015-07-20,China_Peace_Palace,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.07.20.China_Peace_Palace/China_Peace_Palace.pdf,Not mentioned,Not mentioned,FALSE,"Watering Hole, Exploit Vulnerability, Drive-by Download","Rdws.exe, dbghelp.dll, ticrf.rat","Government and defense agencies, Individuals"
2015-07-20,WateringHole_Aerospace_CVE-2015-5122_IsSpace,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.07.20.IsSpace_Backdoor/WateringHole_Aerospace_CVE-2015-5122_IsSpace.pdf,"DragonOK, Moafee",Not mentioned,FALSE,"Watering Hole, Exploit Vulnerability, Drive-by Download","IsSpace, NFlog, Adobe Flash exploit, CVE-2015-5122.","Government and defense agencies, Corporations and Businesses"
2015-07-27,apt29-hammertoss-stealthy-tactics-define-a,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.07.27.HAMMERTOSS/apt29-hammertoss-stealthy-tactics-define-a.pdf,APT29,Not mentioned,Not mentioned,Not mentioned,"HAMMERTOSS, Uploader, tDiscoverer, PowerShell",Not mentioned
2015-07-30,Operation-Potao-Express_final_v2,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.07.30.Operation-Potao-Express/Operation-Potao-Express_final_v2.pdf,"Sandworm, Quedagh","Ukraine, Russia, and Georgia.",FALSE,"*   **SpearPhishing:** SMS messages with links to fraudulent landing webpages
*   **Phishing:** Phishing emails
*   **Malicious Documents:** Executables masquerading as Word, Excel, and PDF documents
*   **Removable Media:** Worm-like USB spreading functionality
*   **Website Equipping:** Fake postal service websites, fraudulent landing webpages
*   **Social Engineering:** Fake TrueCrypt software","Win32/Potao, BlackEnergy, Win32/FakeTC, TrueCrypt","Government and defense agencies, Media and entertainment companies, Individuals."
2015-08-04,Terracotta-VPN-Report-Final-8-3,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.08.04.Terracotta_VPN/Terracotta-VPN-Report-Final-8-3.pdf,Shell_Crew / DeepPanda,"U.S., Taiwan, Japan",TRUE,SpearPhishing,"GDS520 RAT, Gh0st RAT MM523, Mitozhan Trojan, Radmin, DameWare, Windows telnet server, port scanners, password dumpers, Mimikatz, DolphinQ, CCProxy, HFS, Win64.exe.","Government and defense agencies, Corporations and Businesses, Financial institutions, Healthcare, Manufacturing, Education and research institutions, Cloud/IoT services."
2015-08-20,ASERT Threat Intelligence Brief 2015-05 PlugX Threat Activity in Myanmar,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.08.20.PlugX_Threat_Activity_in_Myanmar/ASERT%20Threat%20Intelligence%20Brief%202015-05%20PlugX%20Threat%20Activity%20in%20Myanmar.pdf,Not mentioned,Myanmar,Not mentioned,"Watering Hole, SpearPhishing","PlugX, Evilgrab, 9002 RAT",Government and defense agencies
2015-08-20,new-activity-of-the-blue-termite-apt,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.08.20.new-activity-of-the-blue-termite-apt/new-activity-of-the-blue-termite-apt.pdf,Blue Termite,Japan,FALSE,"SpearPhishing, Drive-by Download, Watering Hole","emdivi t17, emdivi t20, rdws.exe, Flash exploit","*   **Government and defense agencies:** government, government agencies, local governments, Japan Pension Service
*   **Corporations and Businesses:** information services sector, real estate, food, construction, insurance, transportation
*   **Financial institutions:** banks, financial services
*   **Healthcare:** health care
*   **Energy and utilities:** energy, communication
*   **Manufacturing:** heavy industry, chemical, automotive, electrical, semiconductor, robotics
*   **Education and research institutions:** universities
*   **Media and entertainment companies:** news media
*   **Non-Governmental Organizations (NGOs) and Nonprofits:** public interest groups"
2015-09-17,wp-operation-iron-tiger,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.09.17.Operation_Iron_Tiger/wp-operation-iron-tiger.pdf,"Emissary Panda 1, Threat Group-3390 (TG-3390), or Iron Tiger.","China, Philippines, Hong Kong, Tibet, United States",Not mentioned,SpearPhishing,"AspxSpy2014, PluginDeflater.exe, SUEXPPlugin.dll, TestPlugin.dll, activedsimp.dll, Mimikatz, ZhuMimikatz, Invoke-Mimikatz, GSecDump, QuarksPwDump (hashdump.exe), Google Cloud Platform Trojan, BKDR_PLUGX, PlugX (Sogu, Gulpix, KorPlug), GTalkTrojan, HTTPBrowser, NBDDOS, Dnstunclient, s.exe, Dllshellexc2010, Ring RAT (Ring.exe), dnstunserver, Gh0st variants, 7z.exe, wce.exe, Internet Download Manager, IIS exploit binaries (CVE-2008-1436), EFH3.exe, FastDos.exe, FastGui.exe, FastProxy.exe.","Government and defense agencies, Corporations and Businesses, Energy and utilities, Manufacturing, Education and research institutions, Non-Governmental Organizations (NGOs) and Nonprofits, Individuals."
2015-10-15,Mapping FinFisher's Continuing Proliferation,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.10.15.FinFisher_Continuing/Mapping%20FinFisher%E2%80%99s%20Continuing%20Proliferation.pdf,MOLERATS,UAE,Not mentioned,"Malicious Documents, Exploit Vulnerability, Phishing.","FinFisher, Next.scr, DarkComet.","Government and defense agencies, Non-Governmental Organizations (NGOs) and Nonprofits, Individuals."
2015-11-10,bookworm-trojan-a-model-of-modular-architecture,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.11.10.bookworm-trojan-a-model-of-modular-architecture/bookworm-trojan-a-model-of-modular-architecture.pdf,Not mentioned,Thailand,Not mentioned,Not mentioned,"Bookworm, PlugX, KBLogger, Smart Installer Maker, LZO, RC4, AES",Not mentioned
2015-11-18,Russian financial cybercrime_ how it works - Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.11.18.Russian_financial_cybercrime_how_it_works/Russian%20financial%20cybercrime_%20how%20it%20works%20-%20Securelist.pdf,"Carberp, Carbanak","USA, UK, Australia, France, Italy, Germany, Russia.",Not mentioned,"SpearPhishing, Phishing, Watering Hole, Social Engineering, Exploit Vulnerability, Malicious Documents, Drive-by Download, Website Equipping.","ibank, ZeuS, SpyEye, Carberp, Carbanak.","Corporations and Businesses, Financial institutions, Individuals."
2015-11-18,amballa-discovers-new-toolset-linked-to-destover-attackers-arsenal-helps-them-to-broaden-attack-surface,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.11.18.Destover/amballa-discovers-new-toolset-linked-to-destover-attackers-arsenal-helps-them-to-broaden-attack-surface.pdf,Not mentioned,"US, Saudi Arabia",Not mentioned,Not mentioned,"afset, setMFT, Destover, Shamoon, Scanners, Open source intelligence gathering, RATs, Eldos RawDisk driver, usbdrv3.sys","Media and entertainment companies, Energy and utilities."
2015-11-23,Prototype Nation_ The Chinese Cybercriminal Underground in 2015 - Security News - Trend Micro USA,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.11.23.Prototype_Nation_The_Chinese_Cybercriminal_Underground_in_2015/Prototype%20Nation_%20The%20Chinese%20Cybercriminal%20Underground%20in%202015%20-%20Security%20News%20-%20Trend%20Micro%20USA.pdf,Not mentioned,Not mentioned,Not mentioned,Social Engineering,"BKDR_KASIDET.XXRO, ANDROIDOS_WORMHOLE.HRXA, ELF_XORDDOS.AP, QQ, SheYun, PoS skimmers, ATM skimmers, Pocket skimmers.","Financial institutions, Individuals, Corporations and Businesses, Government and defense agencies."
2015-12-01,china.based.threat,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.12.01.China-based_Cyber_Threat_Group_Uses_Dropbox_for_Malware_Communications_and_Targets_Hong_Kong_Media_Outlets/china.based.threat.pdf,admin@338,Hong Kong,FALSE,"SpearPhishing, Exploit Vulnerability, Malicious Documents","BUBBLEWRAP (also known as Backdoor.APT.FakeWinHTTPHelper), LOWBALL, Dropbox, Microsoft Office.","Media and entertainment companies, Financial institutions, Corporations and Businesses."
2015-12-07,fin1-targets-boot-record,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.12.07.Thriving_Beyond_The_Operating_System/fin1-targets-boot-record.pdf,FIN1,Not mentioned,Not mentioned.,Not mentioned,"Nemesis, BOOTRASH",Financial institutions
2015-12-16,operation-black-atlas-part-2-tools-and-malware-used-and-how-to-detect-them,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.12.16.Operation_Black_Atlas/operation-black-atlas-part-2-tools-and-malware-used-and-how-to-detect-them.pdf,Pawn Storm,Worldwide.,Not mentioned,Exploit Vulnerability (via brute-force/dictionary attacks against weak passwords for remote access services),"BlackPOS, Gorynych, Diamond Fox, VNC Viewer, Remote Desktop Protocol (RDP), Windows Remote Desktop Connection (RDC), Windows Background Intelligent Transfer Service (BITS), bitsadmin.exe, NewPOSThings, Neutrino, Kasidet, CenterPOS, Project Hook, PwnPOS.","Healthcare, Manufacturing, Corporations and Businesses."
2015-12-17,APT28 Under the Scope A Journey into Exfiltrating Intelligence and Government Information,,https://download.bitdefender.com/resources/media/materials/white-papers/en/Bitdefender_In-depth_analysis_of_APT28%E2%80%93The_Political_Cyber-Espionage.pdf,APT28 (or Sofacy),"Ukraine, Spain, Russia, Romania, United States, Canada, Bulgaria, Italy, United Kingdom, Portugal, Mexico",FALSE,"SpearPhishing, Malicious Documents, Phishing, Drive-by Download, Exploit Vulnerability.","xp.exe, run.exe, svehost.exe, pr.dll, winloat.exe, runrun.exe, api-ms-win-downlevel-proﬁle-l1-1-0.dll, advstoreshell.dll.","Government and defense agencies, Corporations and Businesses."
2015-12-20,The_EPS_Awakens_Part_2,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2015/2015.12.20.EPS_Awakens_Part_II/The_EPS_Awakens_Part_2.pdf,"admin@338, APT16",Japan and Taiwan.,TRUE,"SpearPhishing, Malicious Documents, Exploit Vulnerability","IRONHALO, ELMER, DOORJAMB, LOWBALL","Government and defense agencies, Corporations and Businesses, Financial institutions, Media and entertainment companies."
2016-01-06,potential-sample-of-malware-from-the-ukrainian-cyber-attack-uncovered,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.01.03.BlackEnergy_Ukrainian/Reference/potential-sample-of-malware-from-the-ukrainian-cyber-attack-uncovered.pdf,Not mentioned,Ukraine,Not mentioned,Not mentioned,Not mentioned,"Energy and utilities, Critical infrastructure."
2016-01-06,blackenergy-trojan-strikes-again-attacks-ukrainian-electric-power-industry,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.01.03.BlackEnergy_Ukrainian/Reference/blackenergy-trojan-strikes-again-attacks-ukrainian-electric-power-industry.pdf,BlackEnergy gang,Ukraine,FALSE,"SpearPhishing, Malicious Documents, Social Engineering","BlackEnergy backdoor, KillDisk, BlackEnergy Lite, ELTIMA Serial to Ethernet Connector, ASEM Ubiquity.","Energy and utilities, Media and entertainment companies, Government and defense agencies, Critical infrastructure."
2016-01-06,LM3-LipovskyCherepanov.xml,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.01.03.BlackEnergy_Ukrainian/Reference/LM3-LipovskyCherepanov.xml.pdf,Not mentioned,Ukraine and Poland,FALSE,"SpearPhishing, Malicious Documents, Exploit Vulnerability","BlackEnergy, CVE-2014-1761","Government and defense agencies, Corporations and Businesses."
2016-01-29,malicious-office-files-dropping-kasidet.html,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.01.29.Malicious_Office_files_dropping_Kasidet_and_Dridex/malicious-office-files-dropping-kasidet.html.pdf,Emissary Panda,Not mentioned,Not mentioned,"SpearPhishing, Malicious Documents","Kasidet, Dridex, Carberp","Financial institutions, Individuals."
2016-01-29,F5SOC_Tinbapore_Attack_January2016_29,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.01.29.Tinbapore_Attack/F5SOC_Tinbapore_Attack_January2016_29.pdf,Not mentioned,"Singapore, Indonesia, U.S., and countries in Europe, the Middle East, Africa, and the Americas.",Not mentioned,"Social Engineering, Website Equipping","Tinbapore, Tinba, IceSword",Financial institutions
2016-01-29,ICS-ALERT-14-281-01B,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.01.28.BlackEnergy_APT/reference/ICS-ALERT-14-281-01B.pdf,Sandworm Team,Ukraine,TRUE,Exploit Vulnerability,"BlackEnergy, BlackEnergy 3 variant","Critical infrastructure, Energy and utilities, Corporations and Businesses."
2016-02-01,massive-admedia-iframe-javascript-infection.html,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.02.01.Massive_Admedia_Adverting_iFrame_Infection/massive-admedia-iframe-javascript-infection.html.pdf,Not mentioned,Not mentioned,Not mentioned,Website Equipping,admedia,"Corporations and Businesses, Individuals"
2016-02-04,PaloAlto_t9000-advanced-modular-backdoor-uses-complex-anti-analysis-techniques.2016.02.04,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.02.04_PaloAlto_T9000-Advanced-Modular-Backdoor/PaloAlto_t9000-advanced-modular-backdoor-uses-complex-anti-analysis-techniques.2016.02.04.pdf,Grand Theft Auto Panda,United States,FALSE,"Exploit Vulnerability, Malicious Documents","T9000, T5000, Plat1",Not mentioned
2016-02-23,Dust_Storm_Infographic_v4,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2016/2016.02.23.Operation_Dust_Storm/Dust_Storm_Infographic_v4.pdf,Not mentioned,"Japan, South Korea, and the US.",TRUE,"Watering Hole: watering hole attack; Exploit Vulnerability: Internet Explorer zero-day, Flash exploit, unpatched Internet Explorer 8 vulnerability; Phishing: phishing the news cycle, phishing domains.","S-Type backdoor, Android backdoors","Targeted sectors include: Government and defense agencies (US defense targets); Corporations and Businesses (software reseller, Japanese automaker, construction, finance, transportation companies, electric utility subsidiary, oil and gas company); Financial institutions (automaker's investment arm, Japanese finance companies); Energy and utilities (power generation, oil and natural gas companies, electric utility subsidiary); Critical infrastructure (companies in power generation, oil and natural gas, construction, finance, transportation); Manufacturing (Japanese automaker); and Individuals (users of online accounts)."
